,CVE_DOC
10130,F39546
10131,F39547
10132,F39548
10133,F39549
10134,F39550
10135,F39551
10136,F39552
10137,F39553
10138,F39554
10139,F39555
10140,F39556
10141,F39557
10142,F39558
10143,F39559
10144,F39560
10145,F39561
10146,F39562
10147,F39563
10148,F39564
10149,F39565
10150,F39566
10151,F39567
10152,F39568
10153,F39569
10154,F39570
10155,F39571
10156,F39572
10157,F39573
10158,F39574
10159,F39575
10160,F39576
10161,F39577
10162,F39578
10163,F39579
10164,F39580
10165,F39581
10166,F39582
10167,F39583
10168,F39584
10169,F39585
10170,F39586
10171,F39587
10172,F39588
10173,F39589
10174,F39590
10175,F39591
10176,F39592
10177,F39593
10178,F39594
10179,F39595
10180,F39596
10181,F39597
10182,F39598
10183,F39599
10184,F39600
10185,F39601
10186,F39602
10187,F39603
10188,F39604
10189,F39605
10190,F39606
10191,F39607
10192,F39608
10193,F39609
10194,F39610
10195,F39611
10196,F39612
10197,F39613
10198,F39614
10199,F39615
10200,F39616
10201,F39617
10202,F39618
10203,F39619
10204,F39620
10205,F39621
10206,F39622
10207,F39623
10208,F39624
10209,F39625
10210,F39626
10211,F39627
10212,F39628
10213,F39629
10214,F39630
10215,F39631
10216,F39632
10217,F39633
10218,F39634
10219,F39635
10220,F39636
10221,F39637
10222,F39638
10223,F39639
10224,F39640
10225,F39641
10226,F39642
10227,F39643
10228,F39644
10229,F39645
10230,F39646
10231,F39647
10232,F39648
10233,F39649
10234,F39650
10235,F39651
10236,F39652
10237,F39653
10238,F39654
10239,F39655
10240,F39656
10241,F39657
10242,F39658
10243,F39659
10244,F39660
10245,F39661
10246,F39662
10247,F39663
10248,F39664
10249,F39665
10250,F39666
10251,F39667
10252,F39668
10253,F39669
10254,F39670
10255,F39671
10256,F39672
10257,F39673
10258,F39674
10259,F39675
10260,F39676
10261,F39677
10262,F39678
10263,F39679
10264,F39680
10265,F39681
10266,F39682
10267,F39683
10268,F39684
10269,F39685
10270,F39686
10271,F39687
10272,F39688
10273,F39689
10274,F39690
10275,F39691
10276,F39692
10277,F39693
10278,F39694
10279,F39695
10280,F39696
10281,F39697
10282,F39698
10283,F39699
10284,F39700
10285,F39701
10286,F39702
10287,F39703
10288,F39704
10289,F39705
10290,F39706
10291,F39707
10292,F39708
10293,F39709
10294,F39710
10295,F39711
10296,F39712
10297,F39713
10298,F39714
10299,F39715
10300,F39716
10301,F39717
10302,F39718
10303,F39719
10304,F39720
10305,F39721
10306,F39722
10307,F39723
10308,F39724
10309,F39725
10310,F39726
10311,F39727
10312,F39728
10313,F39729
10314,F39730
10315,F39731
10316,F39732
10317,F39733
10318,F39734
10319,F39735
10320,F39736
10321,F39737
10322,F39738
10323,F39739
10324,F39740
10325,F39741
10326,F39742
10327,F39743
10328,F39744
10329,F39745
10330,F39746
10331,F39747
10332,F39748
10333,F39749
10334,F39750
10335,F39751
10336,F39752
10337,F39753
10338,F39754
10339,F39755
10340,F39756
10341,F39757
10342,F39758
10343,F39759
10344,F39760
10345,F39761
10346,F39762
10347,F39763
10348,F39764
10349,F39765
10350,F39766
10351,F39767
10352,F39768
10353,F39769
10354,F39770
10355,F39771
10356,F39772
10357,F39773
10358,F39774
10359,F39775
10360,F39776
10361,F39777
10362,F39778
10363,F39779
10364,F39780
10365,F39781
10366,F39782
10367,F39783
10368,F39784
10369,F39785
10370,F39786
10371,F39787
10372,F39788
10373,F39789
10374,F39790
10375,F39791
10376,F39792
10377,F39793
10378,F39794
10379,F39795
10380,F39796
10381,F39797
10382,F39798
10383,F39799
10384,F39800
10385,F39801
10386,F39802
10387,F39803
10388,F39804
10389,F39805
10390,F39806
10391,F39807
10392,F39808
10393,F39809
10394,F39810
10395,F39811
10396,F39812
10397,F39813
10398,F39814
10399,F39815
10400,F39816
10401,F39817
10402,F39818
10403,F39819
10404,F39820
10405,F39821
10406,F39822
10407,F39823
10408,F39824
10409,F39825
10410,F39826
10411,F39827
10412,F39828
10413,F39829
10414,F39830
10415,F39831
10416,F39832
10417,F39833
10418,F39834
10419,F39835
10420,F39836
10421,F39837
10422,F39838
10423,F39839
10424,F39840
10425,F39841
10426,F39842
10427,F39843
10428,F39844
10429,F39845
10430,F39846
10431,F39847
10432,F39848
10433,F39849
10434,F39850
10435,F39851
10436,F39852
10437,F39853
10438,F39854
10439,F39855
10440,F39856
10441,F39857
10442,F39858
10443,F39859
10444,F39860
10445,F39861
10446,F39862
10447,F39863
10448,F39864
10449,F39865
10450,F39866
10451,F39867
10452,F39868
10453,F39869
10454,F39870
10455,F39871
10456,F39872
10457,F39873
10458,F39874
10459,F39875
10460,F39876
10461,F39877
10462,F39878
10463,F39879
10464,F39880
10465,F39881
10466,F39882
10467,F39883
10468,F39884
10469,F39885
10470,F39886
10471,F39887
10472,F39888
10473,F39889
10474,F39890
10475,F39891
10476,F39892
10477,F39893
10478,F39894
10479,F39895
10480,F39896
10481,F39897
10482,F39898
10483,F39899
10484,F39900
10485,F39901
10486,F39902
10487,F39903
10488,F39904
10489,F39905
10490,F39906
10491,F39907
10492,F39908
10493,F39909
10494,F39910
10495,F39911
10496,F39912
10497,F39913
10498,F39914
10499,F39915
10500,F39916
10501,F39917
10502,F39918
10503,F39919
10504,F39920
10505,F39921
10506,F39922
10507,F39923
10508,F39924
10509,F39925
10510,F39926
10511,F39927
10512,F39928
10513,F39929
10514,F39930
10515,F39931
10516,F39932
10517,F39933
10518,F39934
10519,F39935
10520,F39936
10521,F39937
10522,F39938
10523,F39939
10524,F39940
10525,F39941
10526,F39942
10527,F39943
10528,F39944
10529,F39945
10530,F39946
10531,F39947
10532,F39948
10533,F39949
10534,F39950
10535,F39951
10536,F39952
10537,F39953
10538,F39954
10539,F39955
10540,F39956
10541,F39957
10542,F39958
10543,F39959
10544,F39960
10545,F39961
10546,F39962
10547,F39963
10548,F39964
10549,F39965
10550,F39966
10551,F39967
10552,F39968
10553,F39969
10554,F39970
10555,F39971
10556,F39972
10557,F39973
10558,F39974
10559,F39975
10560,F39976
10561,F39977
10562,F39978
10563,F39979
10564,F39980
10565,F39981
10566,F39982
10567,F39983
10568,F39984
10569,F39985
10570,F39986
10571,F39987
10572,F39988
10573,F39989
10574,F39990
10575,F39991
10576,F39992
10577,F39993
10578,F39994
10579,F39995
10580,F39996
10581,F39997
10582,F39998
10583,F39999
10584,F40000
10585,F40001
10586,F40002
10587,F40003
10588,F40004
10589,F40005
10590,F40006
10591,F40007
10592,F40008
10593,F40009
10594,F40010
10595,F40011
10596,F40012
10597,F40013
10598,F40014
10599,F40015
10600,F40016
10601,F40017
10602,F40018
10603,F40019
10604,F40020
10605,F40021
10606,F40022
10607,F40023
10608,F40024
10609,F40025
10610,F40026
10611,F40027
10612,F40028
10613,F40029
10614,F40030
10615,F40031
10616,F40032
10617,F40033
10618,F40034
10619,F40035
10620,F40036
10621,F40037
10622,F40038
10623,F40039
10624,F40040
10625,F40041
10626,F40042
10627,F40043
10628,F40044
10629,F40045
10630,F40046
10631,F40047
10632,F40048
10633,F40049
10634,F40050
10635,F40051
10636,F40052
10637,F40053
10638,F40054
10639,F40055
10640,F40056
10641,F40057
10642,F40058
10643,F40059
10644,F40060
10645,F40061
10646,F40062
10647,F40063
10648,F40064
10649,F40065
10650,F40066
10651,F40067
10652,F40068
10653,F40069
10654,F40070
10655,F40071
10656,F40072
10657,F40073
10658,F40074
10659,F40075
10660,F40076
10661,F40077
10662,F40078
10663,F40079
10664,F40080
10665,F40081
10666,F40082
10667,F40083
10668,F40084
10669,F40085
10670,F40086
10671,F40087
10672,F40088
10673,F40089
10674,F40090
10675,F40091
10676,F40092
10677,F40093
10678,F40094
10679,F40095
10680,F40096
10681,F40097
10682,F40098
10683,F40099
10684,F40100
10685,F40101
10686,F40102
10687,F40103
10688,F40104
10689,F40105
10690,F40106
10691,F40107
10692,F40108
10693,F40109
10694,F40110
10695,F40111
10696,F40112
10697,F40113
10698,F40114
10699,F40115
10700,F40116
10701,F40117
10702,F40118
10703,F40119
10704,F40120
10705,F40121
10706,F40122
10707,F40123
10708,F40124
10709,F40125
10710,F40126
10711,F40127
10712,F40128
10713,F40129
10714,F40130
10715,F40131
10716,F40132
10717,F40133
10718,F40134
10719,F40135
10720,F40136
10721,F40137
10722,F40138
10723,F40139
10724,F40140
10725,F40141
10726,F40142
10727,F40143
10728,F40144
10729,F40145
10730,F40146
10731,F40147
10732,F40148
10733,F40149
10734,F40150
10735,F40151
10736,F40152
10737,F40153
10738,F40154
10739,F40155
10740,F40156
10741,F40157
10742,F40158
10743,F40159
10744,F40160
10745,F40161
10746,F40162
10747,F40163
10748,F40164
10749,F40165
10750,F40166
10751,F40167
10752,F40168
10753,F40169
10754,F40170
10755,F40171
10756,F40172
10757,F40173
10758,F40174
10759,F40175
10760,F40176
10761,F40177
10762,F40178
10763,F40179
10764,F40180
10765,F40181
10766,F40182
10767,F40183
10768,F40184
10769,F40185
10770,F40186
10771,F40187
10772,F40188
10773,F40189
10774,F40190
10775,F40191
10776,F40192
10777,F40193
10778,F40194
10779,F40195
10780,F40196
10781,F40197
10782,F40198
10783,F40199
10784,F40200
10785,F40201
10786,F40202
10787,F40203
10788,F40204
10789,F40205
10790,F40206
10791,F40207
10792,F40208
10793,F40209
10794,F40210
10795,F40211
10796,F40212
10797,F40213
10798,F40214
10799,F40215
10800,F40216
10801,F40217
10802,F40218
10803,F40219
10804,F40220
10805,F40221
10806,F40222
10807,F40223
10808,F40224
10809,F40225
10810,F40226
10811,F40227
10812,F40228
10813,F40229
10814,F40230
10815,F40231
10816,F40232
10817,F40233
10818,F40234
10819,F40235
10820,F40236
10821,F40237
10822,F40238
10823,F40239
10824,F40240
10825,F40241
10826,F40242
10827,F40243
10828,F40244
10829,F40245
10830,F40246
10831,F40247
10832,F40248
10833,F40249
10834,F40250
10835,F40251
10836,F40252
10837,F40253
10838,F40254
10839,F40255
10840,F40256
10841,F40257
10842,F40258
10843,F40259
10844,F40260
10845,F40261
10846,F40262
10847,F40263
10848,F40264
10849,F40265
10850,F40266
10851,F40267
10852,F40268
10853,F40269
10854,F40270
10855,F40271
10856,F40272
10857,F40273
10858,F40274
10859,F40275
10860,F40276
10861,F40277
10862,F40278
10863,F40279
10864,F40280
10865,F40281
10866,F40282
10867,F40283
10868,F40284
10869,F40285
10870,F40286
10871,F40287
10872,F40288
10873,F40289
10874,F40290
10875,F40291
10876,F40292
10877,F40293
10878,F40294
10879,F40295
10880,F40296
10881,F40297
10882,F40298
10883,F40299
10884,F40300
10885,F40301
10886,F40302
10887,F40303
10888,F40304
10889,F40305
10890,F40306
10891,F40307
10892,F40308
10893,F40309
10894,F40310
